PG.ProteinGroups,PG.Genes,EV_NT rep_#1,EV_NT rep_#2,EV_NT rep_#3,EV_DMOG_rep_#1,EV_DMOG_rep_#2,EV_DMOG_rep_#3,WTJ6_NT_rep_#1,WTJ6_NT_rep_#2,WTJ6_NT_rep_#3,WTJ6_DMOG_rep_#1,WTJ6_DMOG_rep_#2,WTJ6_DMOG_rep_#3,EDJ6_NT_rep_#1,EDJ6_NT_rep_#2,EDJ6_NT_rep_#3,EDJ6_DMOG_rep_#1,EDJ6_DMOG_rep_#2,EDJ6_DMOG_rep_#3
P09543,CNP,22701.33203,2711.731934,3333.039551,16504.56641,2028.058594,5682.958008,3770.020264,1549.73291,15511.21582,10611.51953,2350.796143,2188.76416,2928.126465,2257.790039,3913.37207,1995.372314,2096.536865,2510.32959
P09651,HNRNPA1,11837.83301,5931.17334,12162.98633,11104.23242,8144.048828,4576.363281,4851.486328,9629.75,8728.160156,12735.67285,10141.99512,12040.28906,8778.604492,12603.01074,6582.165039,3485.499756,4465.770996,11922.73633
P0C0S8;P20671;Q16777;Q6FI13;Q96KK5;Q99878;Q9BTM1,HIST1H2AG;HIST1H2AD;HIST2H2AC;HIST2H2AA3;HIST1H2AH;HIST1H2AJ;H2AFJ,151627.9219,91164.44531,2615.202148,151322.0938,43216.17188,33783.53906,3930.359619,1916.871338,1916.45166,15646.59375,4036.494385,3230.616699,2763.770264,2347.414063,6006.015137,27824.87695,21732.99609,17908.33594
P0CG47;P0CG48;P62979;P62987,UBB;UBC;RPS27A;UBA52,169666.2656,369031.875,139600,132912.6875,114097.0234,153917.7188,556570.375,562564.75,572857.75,349696.3125,446358.625,480221.125,947782.0625,825585.5,1168828,899009.6875,1278128,1395008.25
P0DME0;Q01105,SETSIP;SET,75197.60938,55482.41406,50459.69141,45196.11328,38298.48438,43827.02344,44912.10938,44795.67188,45118.50781,35478.83594,42146.20313,36505.03906,58946.82813,57310.25,64250.46875,41094.96875,45083.77344,39525.26953
P0DMV8;P0DMV9,HSPA1A;HSPA1B,17327.61328,33893.74219,23877.20508,23767.47852,24595.63281,37739.46094,40463.04688,27964.40625,36900.60156,35171.03125,33448.07031,28274.09961,31881.84375,41342.28125,29093.5625,41801.76953,37957.125,28792.52148
P0DN76;Q01081,U2AF1L5;U2AF1,2544.682373,1317.031738,1689.783813,3755.100342,1171.583618,1444.930298,3053.98291,3032.820557,2594.331055,11041.10547,3392.535645,13540.56348,10500.62598,27519.48633,8190.983887,4706.492188,5360.297363,12663.18652
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,10010.08789,138629.1719,2259.976563,8286.452148,829.5848999,1115.616943,3303.703369,951.1385498,1295.500488,1400.35144,796.0168457,935.1769409,2311.090332,1542.057251,3565.862793,1788.979736,2420.01709,2160.149902
P10599,TXN,5384.518066,29600.56836,1609.624878,20129.39844,5863.552246,4432.466309,5980.172852,14823.77051,15040.07227,21103.10742,27905.51758,24228.85156,19333.81445,47755.52734,23151.55859,46155.07031,21254.80664,36301.60938
P10809,HSPD1,4926.361328,6870.696289,4314.035645,14031.73242,6089.1875,9961.457031,2958.31543,1973.137939,2622.233398,12000.52344,13543.84375,17381.10352,2653.362061,7104.398438,5112.550781,15270.7998,5452.089355,15359.41016
P11021,HSPA5,17815.54883,34929.92969,16881.23047,22321.82031,17237.72656,15800.95801,18635.9043,30285.02734,19705.10352,29277.83984,30014.63867,30774.60352,19481.97461,35686.82813,18013.63867,10597.82324,9786.787109,19855.14063
P11142,HSPA8,20459.81836,21621.19922,31227.85742,23410.99219,22057.36328,20055.04102,27375.5918,25775.34375,28375.73828,24929.98828,39650.04688,26397.21875,28465.55469,52399.48047,29389.21484,25521.14844,57182.48438,51616.77344
P11166,SLC2A1,7297.560059,7130.967285,9291.0625,47625.27344,31634.36133,25619.20508,12807.31348,10417.01172,6177.661621,39435.11328,36888.12891,30760.6582,7214.289551,10423.3623,23784.38672,82024.39844,66066.25781,41413.15234
P11387,TOP1,29787.09375,35533.17969,35193.60156,40837.85156,29053.48242,12690.61816,19473.36328,5719.549805,23676.46094,34177.42969,12482.42578,23685.65625,7422.217285,12703.7832,36975.16406,59466.46094,30083.47852,22704.83789
P11413,G6PD,11299.50098,9842.908203,18771.9707,12764.4502,5013.667969,1697.890503,2076.85083,13668.2373,22372.00195,15341.58594,15053.8125,12029.55664,14837.35352,15143.25781,3263.831299,3363.035645,11733.54102,21465.5957
P11717,IGF2R,18423.01367,13587.29688,16886.17383,1768.32959,21489.25391,11252.81152,2177.28418,14448.62402,11657.39355,1486.90918,24119.19336,953.9484863,7937.241699,23216.87305,4534.005859,1894.603394,15981.89551,2640.809082
P11908,PRPS2,3940.463379,4747.693848,28724.49219,6453.906738,15181.67188,4253.602539,2685.718018,4390.185547,3190.194092,1983.688232,5809.265137,4530.451172,1992.918945,6050.504395,8063.730469,2204.750977,1604.041016,4115.259277
P11940,PABPC1,7189.714844,9453.674805,4534.424316,6158.378418,8976.624023,1763.186035,3871.908691,5583.084961,2319.199463,2679.97876,3554.683594,1220.785889,2825.355957,10947.44141,5258.134766,4626.143066,3784.138672,2703.03418
P12004,PCNA,3932.770508,2496.499023,5087.429688,6510.318359,5000.265625,1036.416626,3251.318848,3533.100586,2214.276123,5127.790527,4326.618652,4278.366699,3722.93457,2229.137939,4847.334473,1695.000122,1915.628784,2302.883301
P12035,SWISS-PROT:P12035,28361.65625,184919.3125,33050.87891,39659.41797,63731.20313,46977.54688,134611.5313,42384.46094,50621.54688,23079.50586,53462.32031,25635.32031,40549.85547,44564.04297,63234.17578,33677.71875,37113.25,53251.93359
P12236,SLC25A6,4197.193359,1187.181641,1939.31604,2692.901855,1314.119751,1181.357178,3078.157227,2522.06958,2180.819336,3956.350342,5950.432617,6608.822754,2369.963135,2673.539063,3763.994141,2667.833008,1134.764648,2207.300049
P12268,IMPDH2,2446.040527,2014.842651,5208.402344,1774.012573,1952.831787,2639.046875,4072.336914,1771.526001,1447.162109,4137.678223,2100.595947,3203.367188,3185.259521,6852.168945,5050.180176,1917.443115,2611.024658,2059.591553
P12763,SWISS-PROT:P12763,22407.99219,15013.39844,20528.61719,20484.48828,15463.84766,7958.633301,9002.986328,9569.333008,9007.949219,11330.30176,11050.62109,19772.43164,10642.47949,19614.44336,9706.859375,10179.92773,2269.489258,29812.10938
P12814,ACTN1,47068.39844,1440.079834,1858.544678,75717.89063,41755.16406,974.7353516,106521.9297,87104.4375,10824.20996,463.1296692,13339.37988,719.4762573,36574.875,20081.97656,3858.645508,40245.15234,19323.30859,1364.272949
P12956,XRCC6,3653.48291,3035.626709,6030.902832,7897.692383,7349.844238,8370.936523,6535.399414,8494.446289,6909.185059,12621.36523,12722.79492,7464.691895,7269.760254,6282.443359,16975.08789,10597.4541,10161.50977,6035.269531
P13010,XRCC5,4434.032715,10380.46387,2870.098633,29713.21094,17509.92188,1544.667847,4335.957031,1384.306152,14056.12598,27297.79492,21276.53711,11370.63477,3065.902588,3003.569824,23560.57031,19080.65625,2326.433838,2555.967773
P13639,EEF2,6598.526855,6416.583008,3271.769043,7504.385742,3417.531738,7465.196289,7235.720703,10867.63867,9724.602539,7530.262207,8830.506836,5026.423828,10212.29102,6677.203125,7681.943848,3661.936523,2733.217529,12019.92773
P13645,SWISS-PROT:P13645,416652,705289.25,229977.0313,301349.125,337985.125,142231.8125,1054105.5,188149.25,283173.2188,107442.3125,305770.5625,146415.5,300618.9688,200868,362030.625,202760.7188,310862.6563,275066
P13646-1,SWISS-PROT:P13646-1,2393.95752,5430.413574,2503.25,2371.492432,1377.876831,1318.55188,78939.20313,831.121582,33725.96875,1805.075439,117915.3594,1242.546143,1777.224854,133374.875,4006.479492,20722.76953,2369.659424,93146.35156
P13647,SWISS-PROT:P13647,22082.63672,160976.125,17226.60547,44043.90625,31389.95703,27645.01367,176881.9219,22215.06641,21500.65039,14485.10352,19169.04102,5434.768555,61757.01563,16547.83984,18061.80859,9244.348633,14472.19531,28898.47266
P13797,PLS3,4074.311768,13151.50293,7094.737305,8494.892578,4691.905273,10514.25391,2415.292236,1596.499756,2018.507324,5812.641602,5625.28418,1362.593506,5671.195313,1346.9104,4581.336914,7064.536133,1939.216553,1609.685791
P14314,PRKCSH,2613.217529,1982.523071,2040.810547,2286.162598,1217.174072,1091.654053,3537.908203,1290.354614,1579.928345,2706.563477,507.5603638,4548.137695,2750.803223,2114.400879,3750.999512,1903.873047,1771.547607,1637.733887
P14618,PKM,5518.205078,25559.54492,16775.87695,13003.86133,12589.8252,24125.58789,13334.63184,12406.8916,16850.40625,17082.58594,19211.28906,21511.16992,14058.79492,17300.30664,6903.823242,11962.69824,27691.92383,31308.16016
P14625,HSP90B1,64963.98438,29151.30078,4185.388672,32552.77734,13727.79395,22398.64063,17990.60156,25089.73828,18939.4375,26367.97266,37515.16016,17677.5,25540.91211,31408.3457,10788.65527,33222.20703,48932.82813,11113.57324
P14678;P63162,SNRPB;SNRPN,101552.9531,80415.1875,96252.65625,44460.375,34200.74219,72285.125,36107.66406,44527.64063,39676.27734,38669.80859,38643.16406,22659.83984,46613.97266,51218.03516,26066.83789,32171.02734,50290.71484,42458.82031
P14866,HNRNPL,5448.913086,14928.3457,10725.20117,19261.83789,20724.85742,20516.92969,4002.470703,12310.33203,13645.18652,21118.07422,13799.50293,13778.67285,8537.423828,17208.49609,11987.54297,9214.300781,16309.9707,16965.1582
P14868,DARS,5089.969727,4411.283203,20779.01172,5336.586914,9863.197266,9690.220703,3181.113281,2126.783447,6399.131836,985.5479736,1142.761475,1827.532471,2107.894287,8685.121094,3955.887451,9512.383789,8360.714844,10519.72559
P14923,JUP,3497.942627,30423.71875,2375.136719,33001.02344,29222.1582,4205.240723,67535.82031,21351.4375,4496.492676,2272.508057,5919.708984,1081.250366,25551.44141,3295.881104,6287.344238,2601.945313,2534.551025,3398.425781
P15311,EZR,4328.391602,9558.418945,15837.33008,39546.44531,25897.69922,14853.52539,34161.28906,34172.02734,41503.43359,37483.63281,43292.17188,43385.71875,51190.72266,41890.80469,43042.50781,25946.2832,35308.83203,60923.32813
P15531;P22392,NME1;NME2,48600.62109,56407.51172,23185.72266,29627.88281,22235.7793,23079.11914,26093.64453,19805.78516,21309.24219,30112.54883,32826.39453,28311.74414,24800.50391,26963.03711,33095.01953,45303.52734,33083.37891,15320.61426
P15924,DSP,3052.783936,29555.35156,4679.078613,11972.65918,12333.35645,6967.424316,49014.06641,18835.0293,2902.506104,2142.466553,1592.142944,1398.913696,3373.996094,2910.270752,6248.053711,1784.26416,2281.772705,3265.01416
P16152,CBR1,42124.42188,22210.91992,24735.44922,7378.429688,6822.307617,17828.56836,22180.33984,21580.38086,1785.090698,973.3949585,4500.983887,5690.249512,13587.04199,7639.707031,14109.24805,1394.865967,11006.66406,1662.44873
P16403,HIST1H1C,30189.02148,93958.97656,21117.43164,51230.67188,197171.125,21647.00977,3351.96582,73979.92188,29797.81836,31400.89063,73138.94531,19522.57227,40196.17969,101610.4922,2525.402832,61270.11328,69930.10156,36667.22266
P16989,YBX3,45200.5,31626.89453,55315.94141,35013.14453,31716.64063,43066.46875,57305.26172,57870.5,43369.35547,34514.70703,33262.71094,25333.67578,46062.70313,40599.375,45740.44922,61948.99609,58865.28906,25199.76563
P17096,HMGA1,11129.99512,1222.279785,22347.11328,20493.11914,932.6730347,8100.580078,10374.38965,4109.158203,18652.36133,27241.21875,892.2265625,13937.24316,6102.066406,3212.426514,3628.046387,14069.22168,3710.067627,18930.70703
P17812,CTPS1,5041.989258,14791.96777,13231.30273,33783.90234,20796.71289,30257.85352,2417.972168,33864.4375,42271.14844,42641.16406,28071.24219,38033.55078,28756.72852,13234.10645,21861.75391,38779.01563,13216.80371,39110.82031
P17844,DDX5,23109.76563,19340.38867,35074.96094,35566.78125,23756.19531,14731.21875,17519.18359,4574.933105,18881.28516,29671.37305,17985.42773,22523.87305,10953.86914,19939.2832,18220.27344,18561.17773,23117.82813,35279.15625
P17931,LGALS3,42340.76953,16629.51563,36342.65234,21923.5,18743.94727,23167.74609,8239.268555,18411.16406,22614.18359,17874.75391,21987.34766,9308.105469,37331.43359,22148.64453,48594.27734,23902.37891,41532.85156,14540.07031
P17980,PSMC3,2362.440674,3924.983887,3505.815918,2563.390625,9217.730469,1379.094971,1975.231689,3756.85376,1135.400879,10065.28711,3706.895996,2281.618408,1690.695313,3223.26001,4521.802734,1664.966553,12187.44043,2526.48291
P17987,TCP1,8154.161621,15226.82617,29497.48828,21700.49023,25102.38477,13697.21777,7899.35791,21649.30078,30224.74023,22948.53125,21958.98438,25722.13477,26386.47266,39926.98828,22899.95117,37376.98047,33107,32723.12695
P18583,SON,5212.030762,976.1325073,1663.603882,1486.046021,1513.292236,1414.092773,7302.561523,6305.501465,7724.503906,26476.82031,33427.30469,37565.36328,2977.295898,1800.825684,3332.117188,1954.846436,2254.171875,2047.954102
P18615,NELFE,6968.052734,4760.056152,8811.510742,6677.82666,7136.188477,6401.882813,9046.754883,4504.70459,4862.658691,7730.261719,4791.384766,5663.391602,7744.352539,8425.100586,8194.210938,10666.28516,4302.436035,8565.161133
P19013,SWISS-PROT:P19013,3321.505859,1336.885498,1750.053589,1694.832275,1459.508057,1639.188721,7418.888184,994.9259644,1371.034912,1404.148071,17154.7832,846.7999268,1991.352417,22452.62109,2834.421875,1664.295898,2322.189209,17467.61328
P19338,NCL,24033.07813,7307.636719,7729.780762,21915.4375,28790.28906,13478.00195,3251.992188,1827.953735,2585.403564,2548.585938,17273.73633,7810.259277,2317.956787,2910.428467,4287.150391,2250.05542,2089.718018,2180.692383
P19474,TRIM21,65027.96094,35588.14844,74409.19531,70275.55469,90460.97656,89430.625,55076.25781,150168.2344,113305.0391,94465.8125,69477.4375,81976.71875,59607.42188,93391.66406,144358.2188,119361.9375,70246.40625,90398.73438
P21291,CSRP1,3327.622559,2067.751953,2978.712158,897.3740234,838.0760498,777.8084717,3408.116211,1942.918457,2440.027832,4063.890625,1181.091919,2395.907227,2377.634766,3109.855957,4911.741699,1530.621826,1468.572266,1430.808228
P21333,FLNA,8102.747559,33509.89844,9974.598633,8976.46875,25525.5332,6470.499023,4384.238281,25360.56055,7919.814453,10605.13086,18303.20313,5601.317383,10493.20898,22682.19336,5287.313477,9138.414063,15188.96582,3564.718262
P21980,TGM2,18902.29883,5593.520996,17053.77539,3570.540527,894.190979,10839.55273,9156.108398,1321.135742,1817.564453,2568.76416,722.9380493,1679.265747,19363.25781,22517.85742,6910.660156,20503.97266,19552.56836,6782.206543
P22234,PAICS,5700.695801,1955.211304,3823.278564,7915.897461,7174.177246,4552.70459,5750.474121,3059.270752,2961.341553,6056.151367,7137.686035,7847.939941,3251.203369,4255.415039,5186.407227,9750.106445,2901.40332,4322.992188
P22314,UBA1,3385.286133,1488.599609,3122.541016,4454.40918,4963.240723,1156.650146,4596.560547,4297.680664,4768.867676,4372.699219,3301.147461,5002.350098,6197.255859,8869.910156,9649.893555,7563.575684,5336.678711,5238.869141
P22626,HNRNPA2B1,58340.35938,19427.40039,46905.08594,29159.84961,10577.2207,6643.895508,4765.741699,2330.349854,3358.022461,21289.79297,9272.203125,13773.0127,26970.72461,11820.49219,34246.37109,63233.35547,40709.65234,16337.7168
P23246,SFPQ,42011.40625,15175.95898,40168.26953,37398.14063,26495.78906,51133.72266,5852.09375,10823.34082,19135.35742,17922.96289,12506.23633,20819.57813,14650.39258,15368.51074,16772.96875,21764.39648,21258.15039,14192.58496
P23284,PPIB,76817.21094,60253.53125,73908.46875,71426.86719,100391.6875,49631.06641,48597.64844,43000.62109,73628.20313,86716.14063,78939.61719,64756.5625,91445.01563,113519.9531,162325.6563,165077.0781,137479.6875,89705.1875
P23381,WARS,3940.04541,13550.88281,18478.27148,7581.368652,7813.005859,11777.30762,13649.90039,10935.79297,14083.72852,8106.088379,7854.240723,5656.859375,10914.34082,5646.32666,10060.69434,7137.4375,6772.613281,4774.19873
P23396,RPS3,12790.68555,32243.60352,14518.69531,24283.81836,23832.68945,22839.86523,3217.101807,2350.172363,9207.649414,3817.948242,8427.533203,3327.967529,3259.295166,7901.016602,3721.320313,6942.197266,2812.262939,3541.450928
P23458,JAK1,28162.58789,10285.75781,14448.42773,15073.30078,9324.785156,12104.01465,4455.889648,19028.41406,26084.10938,17213.07422,11027.48633,15036.54688,23320.12305,19561.71875,6259.734375,7613.995117,3198.005371,15146.43945
P23526,AHCY,3813.990967,4121.027344,2209.847412,9336.791992,11850.29199,995.4923706,3448.884766,1123.763672,1513.372559,3186.569092,2505.745117,2104.427002,2340.616455,1633.3125,4464.008789,6181.707031,4108.095703,1725.911865
P23528,CFL1,3653.065918,2202.651855,2509.071289,3887.021729,5327.027832,4961.455566,3173.27002,13768.74023,2017.565063,5973.81543,9913.40918,16805.48242,11083.97363,13728.20117,10309.51172,2262.658691,3987.36084,14151.20898
P23588,EIF4B,42658.99219,23146.20117,73858.36719,29961.80469,16242.71191,57082.70313,26010.45313,49226.75781,52283.87891,27710.13672,30622.09375,24597.91602,42814.25781,46718.19922,18445.81055,26012.87891,29571.57031,43820.46875
P24534,EEF1B2,13117.69238,72220.28906,32504.98438,65004.42578,88440.52344,19146.74219,32397.87305,28349.88281,36207.25781,15891.92383,24616.16211,35684.98438,12359.56543,51465.59375,7408.07373,1973.946777,39427.02344,10587.00781
P25205,MCM3,8670.662109,20278.11328,8659.231445,10418.3877,17703.02344,12029.42773,13406.33594,20037.05273,16506.33008,24855.75781,15753.50098,17699.73828,10343.71875,9126.853516,6676.176758,10345.93555,10145.69922,8208.241211
P25311,AZGP1,6266.272949,108447,1792.646118,9671.454102,4517.962402,4404.113281,24414.72266,1556.224976,2292.538818,1253.189087,1336.358032,2043.01709,3392.999512,2535.607422,4327.096191,1679.889404,2551.84668,5595.228516
P25440,BRD2,3487.810303,1711.599609,2546.22168,1187.173584,850.2679443,777.8961182,3239.25708,1743.141479,2752.280029,34622.07422,32868.52344,29411.35938,2964.03125,3924.382324,3931.420166,1781.928467,1487.504639,1967.988037
P25705,ATP5F1A,13364.17871,19915.05078,27603.06641,26930.04688,14453.48633,20052.03125,37692.34375,43247.97656,47298.80469,40182.24609,37900.54688,52354.35156,33607.36328,47015.03125,29045.07813,27948.55469,38530.28125,33134.42969
P25786,PSMA1,38988.625,63766.99219,2238.424316,26150.8418,35082.3125,907.3278809,36492.88672,32928.75,23802.75781,17087.20117,25786.89258,19506.17188,29855.83398,43362.16406,40753.32422,30086.64648,51366.20703,20399.11523
P25789,PSMA4,9278.743164,41395.82422,32678.41992,74881.04688,57663.07031,40360.01563,33216.60938,50274.31641,83007.26563,79391.67969,48639.35156,51315.53906,44208.45313,69777.75,71054.03125,72905.4375,78760.64063,81721.84375
P26196,DDX6,53936.72656,17080.06641,25084.73047,30989.01758,11491.75684,38610.80859,4311.388672,6477.720703,25673.03516,27651.60938,17332.60547,18543.15625,3623.896973,11855.0498,6714.477051,7338.418457,8055.992676,28311.42969
P26368,U2AF2,4472.553711,2914.525879,7084.298828,2631.929199,2638.330078,1161.866577,4458.648926,7507.044922,13665.27539,15095.14453,13617.29004,18121.11133,24617.62695,8888.834961,52328.96094,36142.64063,50891.375,31787.32031
P26447,S100A4,60751.23828,40882.65234,40245.33984,67940.78906,47922.05859,36291.66016,36008.09375,37210.89063,34172.84766,59747.32813,35938.42578,43074.48828,59375.43359,90248.04688,119296.9766,93855.04688,79085.89063,62775.14063
P26640,VARS,5709.491211,8473.825195,11460.65039,10264.49707,13057.5957,9797.333984,5671.931152,15385.06934,13207.89453,11964.5,9044.643555,13226.68164,8225.048828,4291.636719,4486.953613,7577.75293,4954.903809,8923.760742
P26641,EEF1G,233250.0625,254404.9688,325763.0313,223342.5,262488.75,184910,138453.9063,162968.6719,204659.9375,153579.6563,150056.4688,193117.4375,160912.9688,149236.3906,259789.9375,294183.6875,237301.2813,203363.875
P27348,YWHAQ,44338.87891,39070.96875,20566.9082,22095.27148,26108.25781,15071.61914,19844.17969,37504.4375,24473.45703,28826.24609,39132.75781,25257.68555,60220.21094,93684.97656,68732.94531,42771.13281,63455.89844,37853.91797
P27824,CANX,23231.32422,12184.54785,10789.75684,16437.47461,11224.62695,7163.755859,16508.40039,16453.48242,14768.34961,7015.270508,13335.31348,16765.86133,22411.20898,19544.47656,4802.802734,2301.375732,14492.98828,14412.01563
P28072,PSMB6,17651.73438,52627.44531,17749.08008,18961.01367,21894.71289,21962.83984,34803.79297,15806.23828,9659.955078,12378.2373,23474.47852,15787.92871,15556.95215,20315.24219,17382.20703,18921.97656,28137.51172,14806.01465
P29401,TKT,13098.76563,9642.136719,18552.54688,11901.25977,8155.598633,14414.32617,4499.742188,3669.778076,5124.918457,9268.951172,9191.946289,11168.44531,10980.28711,11381.89355,14323.11133,11843.58984,10720.35742,11417.62109
P29692,EEF1D,144163.3125,169960.4063,190291.7031,122783.1172,162911.6406,155509.4844,81890.28125,208134.6094,102226.2109,110944.5547,122558.8281,91205.05469,152571.3594,211738.0938,110751.6406,165568.0938,132402.1094,107902.3359
P30041,PRDX6,4997.25293,4164.147949,2639.533447,25473.11328,15574.45117,8353.674805,4792.675293,7995.668945,20311.69141,15320.98926,9196.919922,15021.26172,16767.91797,28084.73438,6999.451172,32538.57227,12672.60156,11488.30273
P30101,PDIA3,21190.83594,12161.78418,13001.89648,6101.37207,4728.727539,6866.038086,4687.459961,8126.091797,12757.96387,23411.82422,32137.35352,20948.89258,16199.83594,24679.54297,7314.95459,2382.562744,16330.79883,26822.09766
P30153,PPP2R1A,3036.607422,7702.082031,1956.641479,7744.066406,1875.24292,14274.7998,2347.276611,12796.57129,2070.567383,9329.672852,1462.00293,7973.168457,1779.838013,1255.769043,5070.916992,14153.42773,2745.432861,2476.897217
P30533,LRPAP1,10566.27734,15710.57031,13553.98438,15732.45313,16818.25586,10441.67969,19094.17969,23307.5,21602.92578,26716.25391,22666.00781,20748.32227,22462.48047,14485.02832,27490.96094,12587.18652,16947.10156,22504.09766
P31151,S100A7,3264.143555,735450.8125,3327.343018,2768.546387,1700.388184,1703.584717,2600.228027,788.2750244,1306.204102,2212.92041,950.4090576,1222.199341,1735.508301,1085.597168,3466.494873,2069.773682,1967.454346,2256.703857
P31153,MAT2A,44372.97656,37331.34375,61709.55469,13417.19043,4771.39502,22340.70313,9337.09375,32795.14453,38877.76953,9975.595703,15591.375,9606.889648,7546.80957,16819.57813,6243.544434,4377.246582,8428.396484,10140.34668
P31689,DNAJA1,5469.814941,2414.775391,2970.687012,2090.608398,1898.855469,1917.698853,2930.453857,4644.491211,3031.665527,2305.734619,2597.149658,963.9893799,4650.474121,5168.053711,4304.035645,1895.218872,2437.299316,3153.87207
P31942,HNRNPH3,3591.530029,1780.702515,3115.630859,900.1817627,735.7723999,2613.151367,3376.709229,1758.217407,2297.430176,834.7259521,858.7883301,560.53125,2411.970703,2748.840332,5922.484375,1535.27832,1295.671265,5400.168457
P31943,HNRNPH1,25739.62891,28034.5,29637.91016,47132.79688,31468.50391,34945.12891,23970.93945,25806.53125,29489.92383,33151.35156,10237.90039,24123.30859,16345.4248,26245.2168,6391.425293,7736.386719,40585.06641,31721.67383
P31944,CASP14,3355.579834,62645.27344,1802.409912,3241.208252,1445.191406,1045.320801,13045.36328,1085.269287,1214.778076,1555.881836,1310.262939,1478.108398,2534.918457,1908.083252,3773.302734,1883.241821,2749.118652,2289.588135
P32119,PRDX2,8815.803711,28185.26758,9322.467773,28642.56445,16832.01758,8433.131836,33625.37109,18517.00781,10088.11133,27490.78125,17327.76172,16799.25,17013.69922,6557.678711,38881.82422,48676.28125,22807.93359,26324.7168
P33991,MCM4,3959.588867,1422.312744,9576.051758,3009.303711,3615.302246,1088.549927,2774.566406,9912.060547,8941.091797,4963.844727,11127.5459,9049.65625,10679.54688,19843.16016,3460.946777,2329.192383,1728.119385,9812.724609
P33992,MCM5,9588.96875,16808.70703,25869.96289,18140.4707,10030.66602,25891.92188,39964.8125,25291.16797,51400.20313,18769.88672,29184.99609,18455.67578,34791.87109,30122.33203,6949.814941,36515.66406,32240.98828,15385.66797
P33993,MCM7,12410.04102,9716.81543,25727.82031,17696.77734,19596.82422,6586.171387,6510.853516,25354.77148,31783.14844,18930.51172,9267.540039,13301.45117,29618.03516,28883.23633,45066.3125,12135.125,9921.895508,14906.41797
P34897,SHMT2,23000.2793,2815.379639,3167.526123,2803.849854,1316.042847,1342.05896,4339.716309,1266.547974,11680.99219,9463.797852,6750.75,3627.713135,1818.815674,1222.161499,6645.338867,1532.149902,2290.966553,2231.319336
P34932,HSPA4,2535.428467,6927.544434,8129.3125,5752.600098,1430.935669,1450.567383,2018.168457,857.4936523,1260.653809,8848.216797,9795.787109,4979.453613,1517.31665,1361.009644,4123.897461,2126.94458,2368.31665,2725.619873
P34955,SWISS-PROT:P34955,105484.2813,60307.71094,128808.8281,44908.24609,14787.75586,60781.84375,24674.66016,23145.57422,21773.63867,13818.05371,21769.51563,23750.9043,2301.468994,14517.83301,7054.323242,2954.651855,15292.32031,85513.125
P35232,PHB,28174.3125,45765.67969,10065.52148,16393.32617,17434.80859,1242.903198,5806.395996,16204.4668,13534.5459,12849.26758,23792.38672,11073.11523,8549.12207,16661.70703,2524.846924,1998.043945,23401.72266,2746.856201
P35268,RPL22,259506.5,186818.5469,172844.0625,145997.3906,129046.4141,120164.9297,128478.4766,113604.4219,131161.9844,80131.4375,72833.99219,62431.48828,154593.1719,156400.25,217060.7969,273383.375,166252.1406,112998.7422
P35527,SWISS-PROT:P35527,48930.24609,53022.94531,56763.92188,189662.3125,58975.14844,87809.85938,327136,214792.7656,113911.4766,48019.19922,37000.40234,37676.82422,145486.3438,57550.52344,76234.45313,57171.37109,40234.85547,94926.74219
P35573,AGL,147407.9375,126168.3984,111158.8359,1906.714111,13843.43848,8736.618164,32473.96289,21697.73633,16411.42578,1492.789917,1007.15033,523.4865723,2357.892334,20375.21484,14571.34863,1847.051025,21971.125,1619.59314
P35579,MYH9,5467.942383,17254.5293,3630.895996,3053.553467,6533.351563,1099.050293,2829.172852,6498.091309,3159.499023,8217.59082,8209.899414,7481.513672,3690.517822,8378.672852,3281.876221,2299.73584,4303.759277,2108.562988
P35606,COPB2,3388.555908,12666.79492,3195.836914,8217.014648,18698.44922,9415.428711,13997.29785,14840.59277,9952.813477,14659.27344,12501.77441,22646.78516,13339.08301,20834.69727,7148.032715,2248.541504,2485.001709,23052.49219
P35613,BSG,2579.69751,1842.708496,13248.0957,9529.730469,6650.04541,9847.62207,6775.121094,10764.90234,8125.624023,12804.45898,21348.41797,20777.85547,4997.174805,17067.35352,4216.529297,12342.25879,16278.64258,19286.70898
P35637,FUS,21140.87109,30484.17969,45082.86328,22863.23633,46854.72656,22647.10547,15394.55566,30207.0332,27214.0918,41005.31641,15471.28809,21077.05078,61080.36719,43938.99219,6336.701172,58084.41797,18120.77734,24627.02734
P35659,DEK,5026.097656,1304.76355,15147.38379,7970.962891,3138.709717,12779.24902,5999.744141,12969.5127,46668.66406,43812.22656,23099.94141,45356.71094,18883.41406,34135.21875,40334.29688,15129.34375,29994.26563,50326.88281
P35813,PPM1A,3817.460938,8459.580078,20933.59766,14224.80859,2542.883545,19095.88086,14481.38281,15668.80078,8803.695313,14172.02148,8680.591797,429.6744995,18664.09961,15390.70801,11408.52539,6162.15332,13210.61621,16015.46582
P35908;P35908v2,SWISS-PROT:P35908,78815.9375,298593.1875,63729.13281,44277.36328,69584.125,53977.01953,157290.875,56418.21875,72216.25,19231.86719,65682.09375,28490.73047,70273.74219,56911.00781,120807.5078,29885.73047,46986.39844,62826.21094
