PG.ProteinGroups,PG.Genes,EV_NT rep_#1,EV_NT rep_#2,EV_NT rep_#3,EV_DMOG_rep_#1,EV_DMOG_rep_#2,EV_DMOG_rep_#3,WTJ6_NT_rep_#1,WTJ6_NT_rep_#2,WTJ6_NT_rep_#3,WTJ6_DMOG_rep_#1,WTJ6_DMOG_rep_#2,WTJ6_DMOG_rep_#3,EDJ6_NT_rep_#1,EDJ6_NT_rep_#2,EDJ6_NT_rep_#3,EDJ6_DMOG_rep_#1,EDJ6_DMOG_rep_#2,EDJ6_DMOG_rep_#3
Q99575,POP1,2836.893066,1448.594727,3715.842773,2557.046631,1133.869141,932.9068604,3021.662109,2014.603516,1877.13147,4320.937012,6057.960938,7388.710938,11334.63672,8730.796875,12709.06641,23151.24805,17032.48633,14342.33203
Q99755,PIP5K1A,2249.719238,1358.769897,1810.249023,1784.832031,1676.37085,1680.354858,1798.510254,2569.334473,4633.444824,4342.018555,1456.695435,3245.996338,1682.156006,4715.133789,4363.960938,1662.526978,2737.319824,1953.477417
Q99832,CCT7,5445.474121,25800.98633,30064.51367,21792.24219,26300.48438,29137.95508,13466.02637,23271.95117,34281.39844,32451.45898,20113.01953,18693.98438,37796.30859,45054.86719,12225.59863,29896.22461,56570.54688,34258.22266
Q99865;Q9BPZ2,SPIN2A;SPIN2B,62154.03125,26551.08203,39363.47266,18694.50391,8871.962891,10982.12109,8626.771484,25839.19922,34786.39453,9324.043945,10033.66211,8817.438477,25679.80078,45914.85156,11353.90625,9436.521484,5465.208008,6252.634766
Q99873,PRMT1,31727.61328,1009.776123,1665.652466,23997.76953,8343.419922,18921.49805,4959.544922,1074.310181,1390.744385,20265.40625,14887.74023,5401.775879,3533.491211,1802.905884,3298.326904,2531.499756,2522.875244,29316.70898
Q9BQ67,GRWD1,5362.369141,1313.084106,3134.369629,1726.680176,1012.48053,1001.907837,4373.898926,677.8890381,1482.521606,1791.003174,967.6084595,2128.503662,2562.950195,1819.714233,16067.20215,1853.022461,2733.677734,2049.532715
Q9BQA1,WDR77,757699.4375,513773.5,596331.5625,698570.375,928028.25,523831.4375,581517.625,453864.6563,416024.1875,429313.0938,285966.4375,476906.4375,448740.3125,389135.75,465096.6563,512184.9688,496255.625,416561.1875
Q9BRJ2,MRPL45,3211.069336,10141.69434,38716.96484,7828.26709,20043.60352,23106.32227,2701.562744,1309.098755,2550.326172,1226.487061,9918.917969,9792.459961,1988.563721,9760.229492,2502.892334,1545.204834,2319.214111,3239.720703
Q9BRR8,GPATCH1,3165.597168,1249.99707,1801.431274,1464.40686,1062.089111,991.4009399,2567.525391,1163.6427,1887.023315,30646.69727,31005.77344,16327.52441,2189.45752,1940.424683,3270.151855,1905.347656,1948.128906,2461.887695
Q9BRS2,RIOK1,39871.45313,47424.89063,72591.59375,26840.23828,10154.86133,38662.64063,18281.76367,36198.46484,25974.45313,13428.61328,10640.24805,6749.486328,22787.93555,18614.60547,7530.69043,2275.806641,3520.100586,3511.350586
Q9BRX9,WDR83,3935.600586,1245.952515,2129.720215,3326.368896,884.0712891,1369.744141,3899.692383,2101.818359,1706.398682,23056.17578,11122.66797,23252.96289,2746.219727,3163.253174,4289.253906,1312.253662,1553.122559,2133.825684
Q9BS26,ERP44,20114.61914,6480.812988,20715.18555,10731.53613,12175.625,10723.53516,76428.84375,43517.64453,58653.33203,46129.47656,28300.68945,32398.85938,49367.89844,64819.54297,61310.46094,81431.03125,103648.8125,102215.2188
Q9BU76,MMTAG2,4702.878906,1838.552856,2841.051025,1151.458008,821.817688,763.8574219,12249.3457,11806.29688,13835.81445,28334.9707,23632.10352,25232.2793,9323.209961,13624.26074,18545.33789,1891.571045,10023.87305,11709.60938
Q9BUA3,SPINDOC,45762.51953,55243.14844,58402.37109,44283.61328,56419.27344,47528.22266,78935.52344,83360.38281,81553.49219,32852.25391,54716.76563,30709.7207,73034.20313,83070.85156,63208.03516,49120.02344,37944.76172,51703.07813
Q9BUQ8,DDX23,25996.85352,19618.62109,23895.63672,24043.23242,14092.50098,36045.18359,13535.25391,19474.64063,31262.39453,12791.51953,19508.54492,11701.55664,10883.58008,5071.762207,37117.41016,15081.86523,6217.152344,2619.182129
Q9BVI4,NOC4L,3376.680664,9790.050781,3336.163086,1625.606934,3208.745605,2125.510498,3451.454834,53222.8125,21939.18555,923.0825806,8899.395508,362.2131958,2780.186279,45279.92578,6508.543945,1343.975586,1194.63269,1344.115234
Q9BVP2,GNL3,4352.23877,2270.234375,2780.740234,1019.972656,645.4116821,659.4550781,3667.009033,1851.118042,3122.06958,3074.134521,7013.605957,5902.124023,2699.653809,2268.647461,4778.614258,3563.796143,1304.198975,10501.55859
Q9BWM7,SFXN3,25342.71484,2067.007568,2656.86377,14099.99609,15560.20313,24537.64453,3773.435059,1534.72937,2060.817383,962.1463623,640.4417725,6067.880859,2805.437744,2380.005859,5536.632324,1177.430664,3564.07373,6253.200684
Q9BXP5,SRRT,4577.768555,2972.773926,3489.637207,6010.333496,9683.884766,7674.862305,3365.526611,1505.705811,2831.932373,6676.178711,9621.109375,6651.63916,5056.829102,9937.338867,4085.287842,19530.69141,8046.51123,2410.601074
Q9BY77,POLDIP3,6650.557617,15734.8125,2802.318359,14417.59766,16809.02344,14541.24609,9230.419922,32190.80273,19011.93359,16181.68457,24113.45508,10819.76074,2695.724121,27756.10547,10905.88477,16651.80859,20495.71484,8173.69873
Q9BYD1,MRPL13,23227.49609,26758.65234,32283.75391,21808.92969,16872.02344,17197.19141,3458.913086,8635.021484,13167.66113,1145.453125,6799.109863,2444.264404,2789.536377,3487.314453,7164.119629,2128.635498,1727.758789,2011.018555
Q9BYD2,MRPL9,10714.7373,10867.38379,9340.588867,6271.63916,7244.82373,4608.173828,4909.981445,3575.148926,1932.839722,1173.554199,840.052063,1331.727539,3496.199707,2480.895508,4432.072754,1648.43396,1277.761841,2021.88147
Q9BYG3,NIFK,3188.44458,1972.567627,2666.783203,2666.051025,647.2386475,692.0928955,3933.917236,1637.82312,2192.53125,2683.54126,965.5708008,713.578186,3130.006348,2633.803711,4963.082031,1893.028198,1359.304443,2494.479736
Q9BZE1,MRPL37,6809.351074,8174.753418,15401.78809,7152.429688,14829.57129,5316.297852,3928.240967,1634.90979,2325.596436,2980.210449,1200.558228,8962.951172,3245.324463,2677.70459,7145.277344,2879.025391,2138.639648,2255.618408
Q9H0G5,NSRP1,5064.593262,6750.8125,7762.614746,4303.921875,6701.348633,5418.533203,8801.097656,12800.38477,11609.07715,9297.138672,6386.098633,2772.130615,3208.94043,5381.748047,5158.443848,4317.018555,2773.231934,3487.344238
Q9H2H8,PPIL3,22536.00586,13806.09375,18307.60547,23428.66406,16667.16406,22222.43945,28280.67383,33327.71094,39511.42188,30420.52734,24035.98633,22195.92578,22644.00195,24907.67383,16535.6875,25092.33398,33263.30859,25745.96484
Q9H2U1,DHX36,4127.115234,3774.273438,2536.290771,7883.147461,8074.258789,3876.546875,4716.881836,5475.571289,2114.730225,2071.810547,2628.680176,3447.514648,3328.156982,3435.77832,4747.302246,3567.071777,2623.971924,3273.537109
Q9H2W6,MRPL46,63488.58203,33844.17188,41739.25,36679.71875,27578.35742,33028.78516,2115.800293,799.0394897,1115.750977,12291.05176,12166.6748,12592.00293,1515.38855,12699.05762,3234.179199,18619.77344,17043.75586,2466.895996
Q9H3K6,BOLA2,94003.07813,76664.625,49525.58203,81842.11719,119890.7656,57779.27344,65422.16016,107869.1406,69166.82031,71546.85156,55852.90625,53954.65625,54537.07813,122970.6094,65899.22656,73383.17188,59046.47656,57302.95703
Q9H4F8,SMOC1,4314.430664,2052.515625,2904.680664,2578.330566,2054.172119,1524.759766,3899.342773,14651.73242,15800.52539,13670.36426,7655.539063,16751.58984,43028.02344,70458.0625,29265.21875,8993.320313,17707.06641,23132.3125
Q9H5Z1,DHX35,3069.87207,2023.838867,1997.409912,1750.276245,1093.932861,1187.950928,2392.323242,1327.396484,2427.633057,43495.66406,29603.3125,32723.26563,1714.329834,1606.330444,3807.496094,1893.825195,1994.59375,2380.467773
Q9H7Z3,NRDE2,4339.950195,2125.111084,2591.850098,1340.546143,715.6427002,818.2995605,3850.123535,1341.625488,2132.811523,3374.584717,2900.689453,5330.291016,2863.279297,2729.333008,4840.919434,1428.840698,1399.186279,1261.412964
Q9H857,NT5DC2,5724.342773,1963.907471,3925.898438,2878.54248,4656.080566,3710.854736,4071.135254,7029.51709,9624.873047,1572.972168,7981.074219,8409.348633,7102.074707,4009.38916,4945.198242,3496.252441,13272.79492,2182.14209
Q9H8M2,BRD9,4721.389648,1424.664551,2266.953369,2644.662598,1669.732056,1156.551514,3105.520996,1188.2948,1530.394653,10186.49707,5229.435547,1572.173584,2392.362793,1978.223389,3594.14209,2094.780029,3462.515137,3412.171875
Q9H8S9,MOB1A,125882.7656,19578.68945,52034.76953,66394.17188,26138.4082,48547.44141,83889.75,20035.18555,61539.60547,39543.96094,31917.93359,15791.31738,29173.1543,13788.57617,7220.563477,71109.76563,26065.47656,25595.51172
Q9H9J4,USP42,1945.235718,2153.556885,2521.752441,1488.657227,928.9971924,855.9865723,3520.029297,1639.543945,1764.570435,9903.137695,9503.064453,12297.74316,1353.717529,1446.551514,4727.892578,1372.418091,1452.030151,1765.62793
Q9HCG8,CWC22,4530.210938,1083.730957,1027.333252,1104.637329,809.7858887,854.7915039,8601.99707,4316.42041,6162.779297,6103.915039,5724.534668,7314.82373,20533.60547,16338.52344,16672.76563,34191.14844,11401.77246,17698.14844
Q9HD33,MRPL47,2654.551025,6081.612305,2763.97876,3210.287598,642.9345093,4445.414551,3619.290771,1649.579712,2463.280762,986.7402954,972.7789917,396.0433655,2812.146729,2070.650146,5964.216797,1053.107666,1464.432251,1425.224365
Q9NP64,ZCCHC17,4211.07373,1535.108887,2313.822998,1583.256592,1034.649414,1787.498291,4572.998047,1728.874268,2319.97998,41089.01563,37266.66016,42039.88281,2142.635254,5316.858398,6419.127441,2306.085449,2601.291504,9856.527344
Q9NPE3,NOP10,4307.104492,1973.825684,1769.527344,1199.111328,698.0185547,701.3361816,4000.292969,2165.152344,5702.885254,33456.10938,34508.01953,27976.65234,4202.404297,19293.09375,3824.969727,1423.17334,2126.805908,3617.887695
Q9NQ29,LUC7L,3583.636475,1821.580933,2431.451172,1861.818481,865.1281128,1153.152466,4705.924805,14265.91699,26528.77148,25179.18555,20501.11328,29375.64648,3073.282959,31376.71094,53337.3125,4561.20166,43763.77344,35701.23047
Q9NRX2,MRPL17,81221.33594,25887.56836,2411.96875,1856.879517,20640.28516,778.8967285,3184.414551,1566.030762,23598.55859,1028.463501,9618.290039,16857.13086,19060.45117,15189.99219,23585.5625,52334.14063,34004.3125,1410.204956
Q9NS86,LANCL2,3036.522705,1658.366943,2755.146973,1676.424316,957.8532104,1145.391846,3725.555664,3817.296875,6031.338379,32684.10547,23700.09961,21495.39648,3451.94873,10948.76953,13279.82129,23015.12891,33581.42188,30420.81445
Q9NWB6,ARGLU1,2721.659668,1063.595703,1294.529785,1962.717407,917.5773315,1859.520874,2788.878418,1498.794678,1494.060181,32873.00781,54230.39844,36965.72656,6071.820313,8353.34082,20015.90039,4975.858398,5949.703125,2227.276611
Q9NX24,NHP2,9073.830078,7148.532227,3576.797363,3881.450684,1514.233887,899.3746338,18186.00391,31035.49219,32598.61328,88796.95313,115186.0781,80858.17188,41597.44531,69250.96094,48324.17188,10311.40039,17599.92188,26624.42578
Q9NXS2,QPCTL,51352.36328,33949.01563,39913.32813,50587.78906,46398.55859,37642.59375,22068.42383,50329.91406,67074.26563,68772.3125,65911.89063,61751.52344,11917.56348,51309.69922,48489.78125,72896.35156,79029.52344,50019.51953
Q9NXV2,KCTD5,243730.3125,232264.2344,112352.8281,182209.4375,159922.1875,103112.5313,158867.0625,86521.92188,110558.9922,100584.1094,51145.29297,53679.375,62013.65234,62356.79688,101705.8281,135870.8438,172685.8438,55325.46875
Q9NY12,GAR1,51172.09375,62982.06641,32939.82031,80182.03125,89726.42188,22055.83789,4642.822266,52272.10547,24400.82617,27041.61328,17920.83008,33433.61719,41568.73047,65656.27344,22857.50586,48497.29297,32189.42969,35787.39063
Q9NY93,DDX56,60308.42969,28329.2793,49805.92969,28905.94336,15246.0293,12554.37891,35174.15234,38857.38672,18601.70313,16006.40723,20379.12109,21659.95508,69864.09375,64325.46094,60117.48438,51312.08594,38297.60156,36017.87109
Q9NYJ8,TAB2,36421.41406,32554.11133,15665.36719,30580.13672,38557.38672,38764.80078,21204.50391,14294.99805,12038.72656,22914.67578,16700.79688,19570.6543,2148.797852,28594.93359,13294.67578,41034.99609,49097.34375,10173.92871
Q9NYK5,MRPL39,28687.04492,19590.51172,53514.66797,25340.77734,11830.70215,15745.61035,4777.463867,3191.544434,10534.26563,6947.751953,8983.138672,4353.77002,2806.404785,2492.825684,5959.099609,1642.870361,6122.549316,1796.826172
Q9NYL9,TMOD3,21574.38867,12453.31641,15995.6084,11115.4502,11356.59082,10043.67383,1732.610352,9578.661133,2194.558105,5748.794922,4796.833008,4342.748047,2454.810791,1872.508789,5059.319336,10356.8252,2088.424561,2670.310059
Q9NZB2,FAM120A,33531.99609,25480.86328,49874.39453,28274.29492,12869.29883,46646.67188,21036.75195,7748.047852,12388.77734,5415.81543,18957.56055,12317.81934,19204.29297,8594.668945,7295.044922,27241.17188,12289.75098,7504.817383
Q9NZT1,CALML5,5307.322754,411650.625,18075.72656,12748.57617,1545.156616,6056.380859,35099.98047,24766.89453,32264.63477,2635.467285,1336.49939,10102.94531,27166.14063,8549.600586,28887.8125,1979.11145,3985.59668,12837.60938
Q9P015,MRPL15,3346.883301,24551.99023,4976.905273,25125.73438,10501.50586,9391.176758,3306.199463,1771.262207,1956.723145,1735.515991,1243.228149,2047.942505,1991.692505,2376.486816,5049.540039,1556.483032,1878.193359,2084.870605
Q9P1Y6,PHRF1,2007.904663,1631.807251,2152.2229,2233.885986,1295.79126,540.1873779,12609.60938,19951.08594,17030.9375,8593.098633,15738.95215,7052.034668,1956.543823,1637.546753,5071.346191,1270.641602,1114.454224,1655.192017
Q9P258,RCC2,4195.737305,2563.519043,3413.783691,2261.661133,1279.416504,1230.031372,4535.893555,6045.787598,6302.208008,19488.27148,6613.024414,23250.00586,12974.07715,15178.71875,34947.85156,19712.25391,12484.41309,24960.65234
Q9P270,SLAIN2,152849.6406,68880.67188,89976.21875,80987.39844,96688.17188,100034.9453,39142.50781,82893.25,72537.3125,61107.12891,63608.33203,40866.20313,58500.72656,62754.05469,48265.5625,99475.10938,100489.8203,45172.53125
Q9P2J5,LARS,2232.847656,1771.812988,1545.794312,1806.312256,12856.35254,2287.511475,8983.375977,854.9111328,1200.238281,7636.702148,8852.132813,1209.747192,1355.822754,1367.26123,5975.72998,1581.932861,3845.730225,1316.838989
Q9P2R3,ANKFY1,19944.79492,24563.53906,25673.375,26845.46484,45589.60938,22146.84375,14706.07324,25692.51172,12396.21777,23266.87891,29603.41016,29892.00391,18647.23047,12183.16406,7229.658691,48985.67969,18522.11719,22988.41992
Q9UH99,SUN2,5048.72998,1716.509644,3018.834717,1098.409424,9928.743164,1517.56543,3773.027832,1543.361328,2201.847656,1715.704712,616.7799683,714.277832,2790.707275,2377.429199,6803.043945,1726.040039,2482.115967,1197.104736
Q9UHD8,SEPTIN9,7110.255859,8071.001953,7538.681152,5654.522949,5220.689941,1458.868408,3128.746338,1037.792236,7842.666992,1492.470703,7130.012695,1832.993408,4408.837891,2702.292969,5189.504883,2085.028809,2014.604004,2809.060059
Q9UHL4,DPP7,5871.271484,3588.258789,22504.90625,11587.70996,9488.43457,8024.241211,5059.834961,18679.42773,27019.79492,30255.50977,20262.79688,21444.36328,3317.260742,2351.143311,5422.46582,1667.192383,2486.299072,4018.709473
Q9UHX1,PUF60,3632.986328,1817.091431,2000.012939,1336.693359,593.3739014,880.4168701,3887.583496,2624.724609,4416.447266,41040.84375,48267.875,46755.16406,3177.493408,30680.07227,5877.947266,2049.775391,2606.763672,5610.097656
Q9UI30,TRMT112,59275.47266,21487.49805,5382.533203,42488.15234,35201.48828,12504.07422,39700.66016,11951.09766,35064.51563,63105.83594,42418.5,44560.77344,1412.62854,8499.475586,5258.248047,73350.64063,57304.26953,38347.93359
Q9UJV9,DDX41,3047.907227,1437.644043,1895.397705,1884.356934,1071.030273,1165.772827,3128.453369,1460.256348,1885.812256,72494.67969,60086.375,65889.52344,3098.245605,3486.752686,5996.556152,2134.455811,2424.743164,5472.010742
Q9UK59,DBR1,2672.492432,1542.339233,3543.325195,2841.530273,932.5457764,859.0235596,6113.583984,1817.111938,2672.903809,2166.474121,5664.735352,807.6928711,1958.982666,1041.506958,5928.984863,958.6829834,1547.655518,1071.268188
Q9UNF1,MAGED2,4414.96582,951.0587158,1427.506226,2633.190918,5457.621094,5165.892578,3472.168213,700.9906616,1314.341064,2039.796143,11753.63379,954.921936,2804.854248,2516.280273,3150.729492,4281.38916,2212.857666,3060.061523
Q9UNM6,PSMD13,11577.93457,8573.063477,12850.35352,20631.51172,14236.29688,28717.73047,6164.431641,8604.035156,5757.44873,13342.32715,12759.21875,6404.467773,14635.41504,4431.285156,13421.84961,7323.660645,15553.49414,9694.585938
Q9UNQ2,DIMT1,26821.70898,31110.75391,21010.46875,36867.07031,41663.23047,27709.26953,28147.80664,30663.75391,23086.47656,25644.52344,27957.06641,15786.42578,27637.21094,22215.10547,4420.641113,22056.54102,35923.46875,16968.75
Q9UQ35,SRRM2,3362.965088,1477.275391,2593.157715,1249.830444,882.3013916,925.6824951,3937.182129,3972.173828,2250.422363,19956.27344,23912.49414,14061.46289,18358.46094,24947.68359,28348.61133,19961.9375,15774.38574,12574.82031
Q9Y230,RUVBL2,29474.65625,26259.46875,40632.23438,40877.95313,13576.10059,47738.96875,20029.92773,27446.93359,36761.60547,33689.83203,36346.22656,29804.44531,30692.05078,16044.70801,16195.12109,21009.17188,38413.45313,44154.77344
Q9Y265,RUVBL1,4916.346191,10131.13867,20008.74023,8764.816406,22170.92578,19523.38477,4799.214844,12918.35938,8465.94043,21608.26172,10902.51172,18617.15234,15843.64453,12180.7373,28997.44922,20263.16406,24622.16211,10057.87109
Q9Y295,DRG1,38884.88672,11602.42676,15794.11426,29611.53906,19330.36914,27832.56641,2579.311768,10091.79297,13478.20215,37473.79297,14194.7041,15102.3916,5076.223145,11107.74316,6553.791016,26292.61914,18738.74219,15795.15137
Q9Y2H1,STK38L,93066.19531,76418.5,78644.625,45768.59375,79591.14063,97700.98438,55786.79688,67836.25,70678.1875,44420.26953,44787.58984,47040.3125,55864.65234,59729.14844,71727.1875,51866.53906,59004.8125,74988.86719
Q9Y2P8,RCL1,71764.125,35067.66797,58688.4375,20616.02344,14245.13672,17806.2168,47881.04297,29685.04297,42841.75,9490.479492,6996.144043,5860.125977,41429.97656,30105.86719,32600.46484,15796.52344,7611.301758,2157.27124
Q9Y2T2,AP3M1,3133.028809,1088.803833,1651.037598,1956.973267,996.3317871,1036.327271,4602.198242,11348.55176,21425.51172,62670.27734,49206.9375,51195.13281,16797.41016,13427.73047,14831.11426,19318.75977,24227.86914,13602.68359
Q9Y305,ACOT9,38354.73438,10776.1416,30846.15234,16439.94727,755.7574463,40042.38672,23830.36328,1614.803345,22908.01367,22192.96289,17927.21484,14705.19531,14878.02344,3720.788574,4717.830566,1759.550537,17179.95898,6904.085449
Q9Y314,NOSIP,3460.54541,1132.608398,1955.51709,1418.150146,1291.861694,924.6500854,4468.420898,1170.328125,1534.846191,1635.819336,2316.364258,928.289978,3249.142578,5242.542969,5131.538574,1681.095581,1098.427856,2658.374512
Q9Y383,LUC7L2,3644.402832,2495.116699,2690.253906,2189.889893,3279.773682,2819.076904,8693.226563,18196.62109,20351.90234,26298.53906,37170.56641,78114,41821.36719,67790.17188,205425.9688,169962.3125,69205.875,110768.4609
Q9Y399,MRPS2,41821.42969,23090.47266,46090.73438,14297.16309,9353.268555,16703.43555,2481.335693,1437.022705,14130.87695,1998.694336,10733.83398,13823.02246,1774.171143,2262.171875,7365.71582,14320.25977,1959.890991,1561.830078
Q9Y3B4,SF3B6,14103.98926,5459.663574,19529.59961,10466.07617,6757.933594,7816.566406,2170.22876,15668.55762,2684.571777,10251.42676,1326.052002,9480.262695,1638.333496,1369.776855,3820.983887,1690.273804,2535.820801,2261.807617
Q9Y3D9,MRPS23,59639.81641,25983.53516,39217.83594,44159.60938,29593.45313,37544.47266,39176.70313,25162.3457,35012.82813,31481.08984,27468.01758,24925.40039,2200.839111,27363.88672,46799.21484,32112.69922,37529.6875,39139.78516
Q9Y421,FAM32A,19482.60547,20710.86719,11312.81836,14443.55762,31195.63672,25247.60547,23074.01563,59497.82031,17884.03711,9471.697266,18159.77539,14514.87305,16156.54395,36022.10156,5786.065918,7889.642578,28099.75391,15073.42871
Q9Y4E8,USP15,3303.280762,7913.680664,3938.091553,6841.041504,9895.550781,4305.072754,3321.406982,7448.699707,6568.72168,9049.030273,6715.770508,2930.72583,10595.84473,12215.96094,5274.886719,2407.894043,3692.166992,7651.592285
Q9Y606,PUS1,2249.683105,1717.272217,2650.113281,2372.664795,977.3913574,1022.128296,7553.956055,4321.430664,8418.912109,15750.33105,16478.86719,24826.375,56507.99219,49663.27344,89354.375,55191.54297,65408.26953,44491.76563
Q9Y657,SPIN1,131758.5,51083.64844,90491.64063,69576.03906,62356.54688,75499.55469,143980.8906,71915.42188,94546.26563,60916.99609,42836.75,69235.98438,69689.9375,65169.04297,58011.86328,58736.61719,56923.19922,44011.01563
Q9Y678,COPG1,12355.2207,16335.50586,3157.051025,8581.646484,15057.96289,14328.76563,25360.49414,11067.1377,2331.897461,6552.796875,6749.618164,7959.628906,12050.62402,2876.127441,5081.904297,2259.578125,14205.25195,12473.31152
Q9Y697,NFS1,3260.384521,1397.834473,1893.395264,1699.461182,4492.403809,5848.165527,2791.083496,1097.270874,1320.752319,1344.787354,1708.444702,983.9875488,1744.225952,3421.455566,4096.580566,1693.764282,1766.561646,1844.341797
Q9Y6Y0,IVNS1ABP,87268.65625,48283.26563,65882.35938,24681.74805,17618.63086,44456.39453,5958.510742,1131.520508,16294.70117,15998.52051,1606.327026,1307.755127,7605.611328,49630.76563,5200.972656,2304.996338,2296.567383,3141.730469
